rock_type,sigma_log10_K,p_sigma_log10_K
Silt,0.709,2.88133957777305e-16
Silt,0.71,2.32850731030301e-16
Silt,0.711,1.77567504283296e-16
Silt,0.712,1.22284277536292e-16
Silt,0.713,9.66385390298218e-17
Silt,0.714,8.55091212942251e-17
Silt,0.715,7.43797035586284e-17
Silt,0.716,6.32502858230317e-17
Silt,0.717,5.93314569873015e-17
Silt,0.718,5.77229977215543e-17
Silt,0.719,5.61145384558072e-17
Silt,0.72,5.450607919006e-17
Silt,0.721,1.14999792995408e-16
Silt,0.722,1.8702059228959e-16
Silt,0.723,2.59041391583771e-16
Silt,0.724,3.31062190877952e-16
Silt,0.725,3.3154431830728e-16
Silt,0.726,3.26604567447904e-16
Silt,0.727,3.21664816588529e-16
Silt,0.728,3.16486646119785e-16
Silt,0.729,2.9631784271204e-16
Silt,0.73,2.76149039304294e-16
Silt,0.731,2.55980235896549e-16
Silt,0.732,2.42894849547569e-16
Silt,0.733,2.92334240698061e-16
Silt,0.734,3.41773631848553e-16
Silt,0.735,3.91213022999044e-16
Silt,0.736,4.36334916434209e-16
Silt,0.737,4.62792627037494e-16
Silt,0.738,4.89250337640779e-16
Silt,0.739,5.15708048244064e-16
Silt,0.74,5.17741088273003e-16
Silt,0.741,4.55048751279934e-16
Silt,0.742,3.92356414286865e-16
Silt,0.743,3.29664077293797e-16
Silt,0.744,2.78341260743553e-16
Silt,0.745,2.47224059328109e-16
Silt,0.746,2.16106857912665e-16
Silt,0.747,1.84989656497221e-16
Silt,0.748,1.50064261428118e-16
Silt,0.749,1.10412029499429e-16
Silt,0.75,7.07597975707396e-17
Silt,0.751,3.11075656420506e-17
Silt,0.752,6.52083199893539e-17
Silt,0.753,1.64114088012977e-16
Silt,0.754,2.63019856036601e-16
Silt,0.755,3.61925624060225e-16
Silt,0.756,3.61722613247723e-16
Silt,0.757,3.00360704102813e-16
Silt,0.758,2.38998794957904e-16
Silt,0.759,1.77636885812995e-16
Silt,0.76,1.32737654716968e-16
Silt,0.761,9.47436024692205e-17
Silt,0.762,5.6749550221473e-17
Silt,0.763,1.87554979737255e-17
Silt,0.764,8.67386920231869e-18
Silt,0.765,5.98488724271258e-18
Silt,0.766,3.29590528310648e-18
Silt,0.767,6.0692332350037e-19
Silt,0.768,6.42557484341243e-17
Silt,0.769,1.37233327663994e-16
Silt,0.77,2.10210906893864e-16
Silt,0.771,2.83188486123734e-16
Silt,0.772,2.20477558836965e-16
Silt,0.773,1.52526628249766e-16
Silt,0.774,8.45756976625662e-17
Silt,0.775,1.96998118878513e-17
Silt,0.776,1.4602797267754e-17
Silt,0.777,9.50578264765666e-18
Silt,0.778,4.40876802755935e-18
Silt,0.779,0
Silt,0.78,0
Silt,0.781,0
Silt,0.782,0
Silt,0.783,7.67802560657794e-18
Silt,0.784,4.23990086593216e-17
Silt,0.785,7.71199917120654e-17
Silt,0.786,1.11840974764809e-16
Silt,0.787,1.2918100196701e-16
Silt,0.788,1.07330848461631e-16
Silt,0.789,8.54806949562518e-17
Silt,0.79,6.36305414508727e-17
Silt,0.791,5.09989590386556e-17
Silt,0.792,5.25850733372802e-17
Silt,0.793,5.41711876359049e-17
Silt,0.794,5.57573019345296e-17
Silt,0.795,5.08619297895257e-17
Silt,0.796,3.8929515220013e-17
Silt,0.797,2.69971006505004e-17
Silt,0.798,1.50646860809878e-17
Silt,0.799,3.01928045827984e-17
Silt,0.8,6.61079069663794e-17
Silt,0.801,1.0202300934996e-16
Silt,0.802,1.37938111733541e-16
Silt,0.803,1.31391990799809e-16
Silt,0.804,1.02148879624398e-16
Silt,0.805,7.29057684489872e-17
Silt,0.806,4.36626572735764e-17
Silt,0.807,2.92093008739366e-17
Silt,0.808,2.00127803892896e-17
Silt,0.809,1.08162599046426e-17
Silt,0.81,1.61973941999563e-18
Silt,0.811,0
Silt,0.812,0
Silt,0.813,0
Silt,0.814,0
Silt,0.815,2.53726554902258e-18
Silt,0.816,5.32552941042127e-18
Silt,0.817,8.11379327181996e-18
Silt,0.818,1.09020571332187e-17
Silt,0.819,9.09615932670255e-18
Silt,0.82,7.27220980439945e-18
Silt,0.821,5.44826028209635e-18
Silt,0.822,3.69496570635834e-18
Silt,0.823,2.73065136726275e-18
Silt,0.824,1.76633702816716e-18
Silt,0.825,8.02022689071567e-19
Silt,0.826,0
Silt,0.827,0
Silt,0.828,0
Silt,0.829,0
Silt,0.83,3.46368977118286e-18
Silt,0.831,1.70786549486723e-17
Silt,0.832,3.06936201261617e-17
Silt,0.833,4.43085853036512e-17
Silt,0.834,5.37725694491868e-17
Silt,0.835,5.51970098719201e-17
Silt,0.836,5.66214502946535e-17
Silt,0.837,5.80458907173869e-17
Silt,0.838,5.43117284516151e-17
Silt,0.839,4.36442148659722e-17
Silt,0.84,3.29767012803293e-17
Silt,0.841,2.23091876946865e-17
Silt,0.842,1.4869566186575e-17
Silt,0.843,1.04976741719951e-17
Silt,0.844,6.12578215741519e-18
Silt,0.845,1.75389014283529e-18
Silt,0.846,0
Silt,0.847,0
Silt,0.848,0
Silt,0.849,0
Silt,0.85,0
Silt,0.851,0
Silt,0.852,0
Silt,0.853,0
Silt,0.854,0
Silt,0.855,0
Silt,0.856,0
Silt,0.857,0
Silt,0.858,0
Silt,0.859,0
Silt,0.86,0
Silt,0.861,0
Silt,0.862,3.96404679580496e-18
Silt,0.863,8.16659433243621e-18
Silt,0.864,1.23691418690675e-17
Silt,0.865,1.64253776505431e-17
Silt,0.866,1.56435713948787e-17
Silt,0.867,1.48617651392144e-17
Silt,0.868,1.40799588835501e-17
Silt,0.869,1.29934614997196e-17
Silt,0.87,9.57272021875267e-18
Silt,0.871,6.15197893778575e-18
Silt,0.872,2.73123765681883e-18
Silt,0.873,0
Silt,0.874,0
Silt,0.875,0
Silt,0.876,0
Silt,0.877,6.38891057683487e-18
Silt,0.878,2.8597980677257e-17
Silt,0.879,5.08070507776791e-17
Silt,0.88,7.30161208781012e-17
Silt,0.881,9.85244046359803e-17
Silt,0.882,1.29560166772844e-16
Silt,0.883,1.60595928909708e-16
Silt,0.884,1.91631691046571e-16
Silt,0.885,2.03063406329255e-16
Silt,0.886,1.91470794242781e-16
Silt,0.887,1.79878182156307e-16
Silt,0.888,1.68285570069833e-16
Silt,0.889,1.49087407324826e-16
Silt,0.89,1.23564915716811e-16
Silt,0.891,9.80424241087954e-17
Silt,0.892,7.25199325007801e-17
Silt,0.893,6.85608245729052e-17
Silt,0.894,7.71525405826938e-17
Silt,0.895,8.57442565924824e-17
Silt,0.896,9.43359726022711e-17
Silt,0.897,1.00157882983251e-16
Silt,0.898,1.04893003144754e-16
Silt,0.899,1.09628123306256e-16
Silt,0.9,1.14363243467759e-16
Silt,0.901,9.96744868288185e-17
Silt,0.902,8.02597261021817e-17
Silt,0.903,6.08449653755449e-17
Silt,0.904,4.14302046489081e-17
Silt,0.905,3.03612273201775e-17
Silt,0.906,2.0319423332727e-17
Silt,0.907,1.02776193452764e-17
Silt,0.908,2.35815357825828e-19
Silt,0.909,0
Silt,0.91,0
Silt,0.911,0
Silt,0.912,0
Silt,0.913,0
Silt,0.914,0
Silt,0.915,0
Silt,0.916,0
Silt,0.917,0
Silt,0.918,0
Silt,0.919,0
Silt,0.92,0
Silt,0.921,0
Silt,0.922,0
Silt,0.923,0
Silt,0.924,4.67336593386089e-18
Silt,0.925,1.92348902765573e-17
Silt,0.926,3.37964146192537e-17
Silt,0.927,4.83579389619502e-17
Silt,0.928,6.51884300596584e-17
Silt,0.929,8.53241948437526e-17
Silt,0.93,1.05459959627847e-16
Silt,0.931,1.25595724411941e-16
Silt,0.932,1.18690531102991e-16
Silt,0.933,8.39932419762e-17
Silt,0.934,4.92959528494093e-17
Silt,0.935,1.45986637226186e-17
Silt,0.936,0
Silt,0.937,0
Silt,0.938,0
Silt,0.939,0
Silt,0.94,0
Silt,0.941,0
Silt,0.942,0
Silt,0.943,0
Silt,0.944,0
Silt,0.945,0
Silt,0.946,0
Silt,0.947,0
Silt,0.948,0
Silt,0.949,0
Silt,0.95,0
Silt,0.951,0
Silt,0.952,0
Silt,0.953,0
Silt,0.954,0
Silt,0.955,0
Silt,0.956,0
Silt,0.957,0
Silt,0.958,0
Silt,0.959,0
Silt,0.96,0
Silt,0.961,0
Silt,0.962,0
Silt,0.963,4.13328935377621e-16
Silt,0.964,2.68441588137698e-15
Silt,0.965,4.95550282737634e-15
Silt,0.966,7.2265897733757e-15
Silt,0.967,2.38468550729045e-13
Silt,0.968,1.09478428452855e-12
Silt,0.969,1.95110001832806e-12
Silt,0.97,2.80741575212757e-12
Silt,0.971,4.80068792720398e-11
Silt,0.972,1.74052965827396e-10
Silt,0.973,3.00099052382753e-10
Silt,0.974,4.26145138938109e-10
Silt,0.975,3.84995583349584e-09
Silt,0.976,1.14655917631138e-08
Silt,0.977,1.90812276927318e-08
Silt,0.978,2.66968636223498e-08
Silt,0.979,1.38759750000212e-07
Silt,0.98,3.44786333807336e-07
Silt,0.981,5.50812917614461e-07
Silt,0.982,7.56839501421585e-07
Silt,0.983,2.5844970397338e-06
Silt,0.984,5.43797863233342e-06
Silt,0.985,8.29146022493304e-06
Silt,0.986,1.11449418175327e-05
Silt,0.987,2.68325545278513e-05
Silt,0.988,4.80564590928713e-05
Silt,0.989,6.92803636578912e-05
Silt,0.99,9.05042682229111e-05
Silt,0.991,0.000154107423979023
Silt,0.992,0.000229335810735181
Silt,0.993,0.00030456419749134
Silt,0.994,0.000379792584247498
Silt,0.995,0.000478028859727159
Silt,0.996,0.000579677541174798
Silt,0.997,0.000681326222622438
Silt,0.998,0.000782974904070077
Silt,0.999,0.000787351168241959
Silt,1,0.000787351168241932
Silt,1.001,0.000787351168241905
Silt,1.002,0.000782974904070281
Silt,1.003,0.000681326222630144
Silt,1.004,0.000579677541189985
Silt,1.005,0.000478028859749848
Silt,1.006,0.000379792584679568
Silt,1.007,0.000304564201042558
Silt,1.008,0.00022933581740553
Silt,1.009,0.00015410743376852
Silt,1.01,9.05043929578816e-05
Silt,1.011,6.92810109961658e-05
Silt,1.012,4.80576290344453e-05
Silt,1.013,2.68342470727296e-05
Silt,1.014,1.11579664823636e-05
Silt,1.015,8.34087543468854e-06
Silt,1.016,5.52378438701282e-06
Silt,1.017,2.70669333933773e-06
Silt,1.018,1.33149800104601e-06
Silt,1.019,2.23566305183054e-06
Silt,1.02,3.13982810261528e-06
Silt,1.021,4.04399315339981e-06
Silt,1.022,1.20248654839537e-05
Silt,1.023,2.78719950800282e-05
Silt,1.024,4.37191246761063e-05
Silt,1.025,5.95662542721809e-05
Silt,1.026,0.000127423430955368
Silt,1.027,0.000236197602724607
Silt,1.028,0.000344971774493822
Silt,1.029,0.000453745946263062
Silt,1.03,0.000710869233829542
Silt,1.031,0.00104935976369709
Silt,1.032,0.00138785029356455
Silt,1.033,0.0017263408234321
Silt,1.034,0.0021262671365071
Silt,1.035,0.00254869800118496
Silt,1.036,0.00297112886586273
Silt,1.037,0.00339355973054059
Silt,1.038,0.00359565354312089
Silt,1.039,0.00374872499722022
Silt,1.04,0.00390179645131952
Silt,1.041,0.00405486790541886
Silt,1.042,0.00405151912428498
Silt,1.043,0.00403158031820212
Silt,1.044,0.00401164151211926
Silt,1.045,0.0039917027060364
Silt,1.046,0.00430978792219389
Silt,1.047,0.00463121329667403
Silt,1.048,0.00495263867115409
Silt,1.049,0.00534435225270139
Silt,1.05,0.00658673336593336
Silt,1.051,0.00782911447916561
Silt,1.052,0.00907149559239758
Silt,1.053,0.0105720723028961
Silt,1.054,0.0134040672739949
Silt,1.055,0.0162360622450944
Silt,1.056,0.0190680572161933
Silt,1.057,0.0225803433425364
Silt,1.058,0.0281495728044182
Silt,1.059,0.0337188022663012
Silt,1.06,0.039288031728183
Silt,1.061,0.0453214310867436
Silt,1.062,0.0522777413509779
Silt,1.063,0.0592340516152138
Silt,1.064,0.0661903618794482
Silt,1.065,0.0723748459364151
Silt,1.066,0.0774967227498849
Silt,1.067,0.0826185995633558
Silt,1.068,0.0877404763768256
Silt,1.069,0.092327894444182
Silt,1.07,0.0963952985963994
Silt,1.071,0.100462702748618
Silt,1.072,0.104530106900835
Silt,1.073,0.109261209938653
Silt,1.074,0.114447921452392
Silt,1.075,0.119634632966133
Silt,1.076,0.124821344479873
Silt,1.077,0.131428359641001
Silt,1.078,0.138706642232018
Silt,1.079,0.145984924823036
Silt,1.08,0.153263207414052
Silt,1.081,0.163671890850982
Silt,1.082,0.175041311120414
Silt,1.083,0.186410731389849
Silt,1.084,0.197780151659281
Silt,1.085,0.212702934859357
Silt,1.086,0.22824653549099
Silt,1.087,0.243790136122626
Silt,1.088,0.259333736754259
Silt,1.089,0.276686596142467
Silt,1.09,0.294160324591654
Silt,1.091,0.311634053040844
Silt,1.092,0.329181036280547
Silt,1.093,0.349774197892583
Silt,1.094,0.370367359504615
Silt,1.095,0.390960521116651
Silt,1.096,0.412128970824092
Silt,1.097,0.437971636306738
Silt,1.098,0.463814301789379
Silt,1.099,0.489656967272025
Silt,1.1,0.51662179444099
Silt,1.101,0.548198706140754
Silt,1.102,0.579775617840511
Silt,1.103,0.611352529540274
Silt,1.104,0.644840055043695
Silt,1.105,0.683196992116187
Silt,1.106,0.721553929188669
Silt,1.107,0.759910866261161
Silt,1.108,0.802013922461562
Silt,1.109,0.850553130142393
Silt,1.11,0.899092337823213
Silt,1.111,0.947631545504043
Silt,1.112,1.00179574052186
Silt,1.113,1.06272446772514
Silt,1.114,1.12365319492841
Silt,1.115,1.18458192213169
Silt,1.116,1.2494498474932
Silt,1.117,1.31767180027206
Silt,1.118,1.38589375305091
Silt,1.119,1.45411570582978
Silt,1.12,1.52316989654998
Silt,1.121,1.59272082929144
Silt,1.122,1.66227176203288
Silt,1.123,1.73182269477434
Silt,1.124,1.80490127494528
Silt,1.125,1.87940448196276
Silt,1.126,1.95390768898023
Silt,1.127,2.02841089599771
Silt,1.128,2.11418021081118
Silt,1.129,2.20279366558298
Silt,1.13,2.29140712035476
Silt,1.131,2.38002057512656
Silt,1.132,2.48381422436291
Silt,1.133,2.58958935915992
Silt,1.134,2.69536449395691
Silt,1.135,2.80113962875392
Silt,1.136,2.9145667772666
Silt,1.137,3.02822533748442
Silt,1.138,3.14188389770222
Silt,1.139,3.25528101931204
Silt,1.14,3.3643328509544
Silt,1.141,3.47338468259678
Silt,1.142,3.58243651423914
Silt,1.143,3.69096697436974
Silt,1.144,3.79636920542961
Silt,1.145,3.9017714364895
Silt,1.146,4.00717366754937
Silt,1.147,4.11472859008994
Silt,1.148,4.22953274718932
Silt,1.149,4.34433690428873
Silt,1.15,4.45914106138811
Silt,1.151,4.57658328141384
Silt,1.152,4.69976042084457
Silt,1.153,4.82293756027533
Silt,1.154,4.94611469970607
